PREFIXO: ;D2-076
NOME DO POSTO: ;CAPITUVA
MUNICÍPIO: ;GUARATINGUETA
CURSO D'ÁGUA: ;GUARATINGUETA,RIB
LATITUDE: ;22°45'00"
LONGITUDE: ;45°14'00"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  01/1960;  0,9;  5,1;  0,0;  0,0;  0,0; 60,7;  3,3;  1,5;  5,2;  5,4;  5,5; 22,9;  4,9;  4,5;  0,0;  7,5;  0,0;  2,5;  4,0;  6,7; 14,8; 35,1;  0,0;  5,3;  0,0;  0,0;  0,0;  0,0;0,0;1,3;1,1;60,7;198,2
  02/1960; 47,3; 16,1;  0,2; 20,1;  0,0;  0,0;  0,0; 35,9;  1,9;  0,0;  0,0;  0,0; 19,4;  0,0;  1,1;  3,1;  0,0; 25,1;  0,0;  6,1; 33,1;  7,6; 10,5;  5,6;  9,5; 22,8;  4,1;  6,4;15,9;---;---;47,3;291,8
  03/1960;  7,5;  3,1; 21,4;  0,0; 88,5;  6,4;  0,0;  0,0;  0,0;  0,0;  0,0; 37,7; 10,4;  4,1;  0,8;  0,0;  0,0;  0,0;  1,6;  2,1;  0,0; 12,4; 10,4; 23,8; 55,3; 25,5;  0,0;  0,0;0,0;72,1;0,0;88,5;383,1
  04/1960;  9,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,2;  2,9;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,9;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;5,8;0,0;---;9,5;29,8
  05/1960; 18,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,9;  0,0;  0,0;  0,0;  0,0;  8,4;  0,0;  0,0;  0,0;  0,0; 29,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;29,5;60,9
  06/1960;  3,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  8,3;  0,0;  6,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,4;  0,0;  0,0;  0,0; 10,6;0,0;0,0;---;10,6;33,5
  07/1960;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,2;  5,5;  0,0;  0,0;0,0;0,0;0,0;5,5;12,0
  08/1960;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,2;  2,8;  0,0;  0,0;  0,0;  0,0;  0,0;  1,2;  0,0;  0,0;  0,0;  0,0;  0,0;  5,4;0,0;0,0;0,0;13,2;22,6
  09/1960;  0,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;30,7;0,0;---;30,7;32,2
  10/1960;  8,3;  0,0;  5,8;  3,1;  0,0;  0,0;  0,0;  5,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,7; 11,6;  6,3;  0,5;  0,9;  6,9;  0,0; 11,4;  9,1;  3,1;0,8;0,5;0,0;11,6;78,7
  11/1960;  3,8;  0,0;  0,0;  0,0;  0,0;  9,7;  0,0;  0,0;  1,5;  0,5; 19,5;  0,0;  0,0;  0,0;  0,0;  0,0;  4,3;  0,1; 33,2;  9,3;  7,4; 10,0;  0,0;  0,0;  0,0;  0,6;  2,8;  7,8;24,9;0,0;---;33,2;135,4
  12/1960;  3,5;  4,3;  0,0;  0,0;  4,8;  6,6; 18,7;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  6,1;  0,0;  1,8;  1,9;  0,0; 58,7; 30,2;  8,7;  9,1;  0,6;  5,7;  0,0;  8,9;  5,6;  0,0;0,0;0,9;0,0;58,7;176,6
  01/1961; 44,4; 19,0;  0,0;  0,0; 48,2;  0,4;  0,0;  0,4;  1,7; 31,3;  0,0;  0,0;  0,9;  0,3;  0,0;  0,0;  0,0;  0,0;  5,2; 15,8; 14,3;  0,0; 74,1;  0,4;  9,3; 22,4;  0,4; 18,6;1,2;0,7;9,3;74,1;318,3
  02/1961;  0,0;  1,3;  0,0;  0,8;  0,8;  4,5;  0,0; 28,0;  0,0;  0,0;  8,3;  2,0; 21,4; 14,2;  8,4;  0,0; 23,3;  0,0;  0,0; 16,6; 38,9; 19,6; 48,7;  5,7;  0,0;  4,6;  4,8; 36,0;---;---;---;48,7;287,9
  03/1961; 22,2; 21,6;  0,0;  0,0;  0,0;  6,7;  2,0; 14,9;  9,9;  6,1;  0,0;  0,2;  1,8;  0,0;  4,5;  3,5;  0,1; 10,0; 10,1; 50,2; 10,3;  6,8;  0,0;  0,0;  0,0;  0,0; 18,9;  5,0;0,3;0,0;0,0;50,2;205,1
  04/1961;  0,0;  0,0;  0,0;  0,0;  1,1;  7,5;  0,8;  0,8;  0,0;  0,0;  1,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,5;  0,0;  0,5;  0,0;  0,0; 36,7; 37,6; 13,4;  0,0;0,0;0,0;---;37,6;101,3
  05/1961;  0,0;  0,0;  0,0; 10,6;  1,7;  0,0;  0,0;  0,0;  0,7;  6,8;  5,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,6;25,6
  06/1961;  0,0;  0,0;  0,0;  0,0;  2,4;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,6;  0,2;  0,0;  0,8;  5,1;  3,4;  0,0;  0,0;  0,0;  0,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;5,1;14,0
  07/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,7;  3,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;1,4;3,1;0,0;3,5;9,7
  08/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,2; 12,9;  0,0;0,0;0,0;0,0;12,9;13,1
  09/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,8;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;3,8;3,8
  10/1961;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4;  0,0;  3,1;  0,0; 13,3;  0,5; 16,5; 12,4;  0,0;  0,0;  0,0;  2,0; 22,3;  0,0; 27,5;  0,0;  0,0;0,0;0,6;0,0;27,5;100,6
  11/1961;  0,0;  0,0;  2,9; 15,6; 18,3;  0,7; 13,0;  0,0;  0,0;  0,0;  0,0;  7,5;  7,9;  0,0;  2,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,8;  0,0; 10,1;  2,0;  0,6;  0,2;  0,7;11,7;0,0;---;18,3;94,7
  12/1961;  0,0;  3,9; 16,7; 43,4;  0,3;  3,0;  6,6; 17,5; 10,2;  4,2;  0,0;  0,0;  3,9;  1,3;  5,8;  0,3;  2,5; 19,3;  1,2;  0,1;  0,0;  0,0;  8,4;  9,3;  4,7; 22,4;  1,9;  1,4;2,2;10,2;0,0;43,4;200,7
  01/1962;  0,0;  0,0;  0,0;  9,6;  0,0;  0,0;  2,3; 57,6;  3,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 27,6;  2,1; 32,5; 11,7; 41,5;  0,8;  4,4;  0,0;  0,0; 11,5; 17,6; 12,7;  0,0;27,5;0,0;0,0;57,6;262,4
  02/1962;  3,7;  0,0; 40,2;  8,3; 16,5; 35,1;  6,1;  1,9;  1,0; 20,0; 11,5;  8,0; 45,0;  0,0;  2,3; 34,6;  7,2; 10,2;  0,0; 25,2;  6,4;  3,5; 27,5; 21,7; 32,4;  0,0;  0,5;  0,0;---;---;---;45,0;368,8
  03/1962;  0,0; 58,0; 44,0;  0,0; 17,0;  8,7;  3,0;  0,0;  0,0;  0,0; 21,8; 16,6; 39,1; 27,3; 36,0; 13,0;  0,0;  3,3;  0,0;  0,1; 11,1;  9,3;  0,0;  1,8;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;58,0;310,1
  04/1962;  0,0;  0,0;  0,0;  2,5;  0,0;  0,0;  0,0;  0,0;  0,0;  6,2;  0,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,5;  6,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,5;  0,0;0,0;1,4;---;6,7;22,5
  05/1962;  0,0; 19,6;  2,0;  4,2;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,3;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;19,6;26,1
  06/1962;  0,0;  0,0;  0,0;  3,4;  5,0;  3,2;  0,0;  0,1;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;5,0;11,7
  07/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 11,3;  0,0;  0,0;  0,0;  0,0; 21,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;21,0;32,3
  08/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  3,2;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  0,0;  0,0;  0,0;  0,0; 24,6; 16,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;24,6;44,8
  09/1962;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,2;  4,9;  6,9;  0,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 12,9;  0,0;  9,3;  0,0;  0,0;  0,0;  0,0;0,0;25,7;---;25,7;69,4
  10/1962;  0,0;  2,4;  2,7;  0,5;  0,0;  0,0;  0,0; 11,6;  4,5;  9,3; 22,4;  9,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  4,5;  4,9;  5,6;  0,4;  0,0;  0,0; 22,1;  1,7;  0,0;  0,0;10,9;13,9;10,8;22,4;137,8
